model_name,timestamp,accuracy,precision,recall,f1_score,roc_auc_score,confusion_matrix,classification_report,roc_curve,best_params,best_cv_score
LR_V1,2025-08-11 08:20:01,0.765625,0.8076923076923077,0.6774193548387096,0.7368421052631579,0.8836754643206256,"[[28, 5], [10, 21]]","{'0': {'precision': 0.7368421052631579, 'recall': 0.8484848484848485, 'f1-score': 0.7887323943661971, 'support': 33.0}, '1': {'precision': 0.8076923076923077, 'recall': 0.6774193548387096, 'f1-score': 0.7368421052631579, 'support': 31.0}, 'accuracy': 0.765625, 'macro avg': {'precision': 0.7722672064777327, 'recall': 0.7629521016617791, 'f1-score': 0.7627872498146775, 'support': 64.0}, 'weighted avg': {'precision': 0.7711601720647774, 'recall': 0.765625, 'f1-score': 0.7635980355819125, 'support': 64.0}}","{'fpr': [0.0, 0.0, 0.0, 0.030303030303030304, 0.030303030303030304, 0.06060606060606061, 0.06060606060606061, 0.09090909090909091, 0.09090909090909091, 0.18181818181818182, 0.18181818181818182, 0.2727272727272727, 0.2727272727272727, 0.36363636363636365, 0.36363636363636365, 0.3939393939393939, 0.3939393939393939, 0.8484848484848485, 0.8484848484848485, 1.0], 'tpr': [0.0, 0.03225806451612903, 0.5483870967741935, 0.5483870967741935, 0.6129032258064516, 0.6129032258064516, 0.6451612903225806, 0.6451612903225806, 0.6774193548387096, 0.6774193548387096, 0.8064516129032258, 0.8064516129032258, 0.8387096774193549, 0.8387096774193549, 0.8709677419354839, 0.8709677419354839, 0.967741935483871, 0.967741935483871, 1.0, 1.0]}",,
LR_V2,2025-08-11 08:20:25,0.78125,0.7931034482758621,0.7419354838709677,0.7666666666666667,0.8680351906158357,"[[27, 6], [8, 23]]","{'0': {'precision': 0.7714285714285715, 'recall': 0.8181818181818182, 'f1-score': 0.7941176470588235, 'support': 33.0}, '1': {'precision': 0.7931034482758621, 'recall': 0.7419354838709677, 'f1-score': 0.7666666666666667, 'support': 31.0}, 'accuracy': 0.78125, 'macro avg': {'precision': 0.7822660098522167, 'recall': 0.7800586510263929, 'f1-score': 0.7803921568627451, 'support': 64.0}, 'weighted avg': {'precision': 0.7819273399014779, 'recall': 0.78125, 'f1-score': 0.7808210784313725, 'support': 64.0}}","{'fpr': [0.0, 0.0, 0.0, 0.030303030303030304, 0.030303030303030304, 0.06060606060606061, 0.06060606060606061, 0.09090909090909091, 0.09090909090909091, 0.12121212121212122, 0.12121212121212122, 0.15151515151515152, 0.15151515151515152, 0.18181818181818182, 0.18181818181818182, 0.24242424242424243, 0.24242424242424243, 0.30303030303030304, 0.30303030303030304, 0.45454545454545453, 0.45454545454545453, 0.7272727272727273, 0.7272727272727273, 0.9393939393939394, 0.9393939393939394, 1.0], 'tpr': [0.0, 0.03225806451612903, 0.3870967741935484, 0.3870967741935484, 0.4838709677419355, 0.4838709677419355, 0.5161290322580645, 0.5161290322580645, 0.6774193548387096, 0.6774193548387096, 0.7096774193548387, 0.7096774193548387, 0.7419354838709677, 0.7419354838709677, 0.8387096774193549, 0.8387096774193549, 0.8709677419354839, 0.8709677419354839, 0.9032258064516129, 0.9032258064516129, 0.9354838709677419, 0.9354838709677419, 0.967741935483871, 0.967741935483871, 1.0, 1.0]}",,
LR_V3,2025-08-11 08:33:38,0.765625,0.8076923076923077,0.6774193548387096,0.7368421052631579,0.863147605083089,"[[28, 5], [10, 21]]","{'0': {'precision': 0.7368421052631579, 'recall': 0.8484848484848485, 'f1-score': 0.7887323943661971, 'support': 33.0}, '1': {'precision': 0.8076923076923077, 'recall': 0.6774193548387096, 'f1-score': 0.7368421052631579, 'support': 31.0}, 'accuracy': 0.765625, 'macro avg': {'precision': 0.7722672064777327, 'recall': 0.7629521016617791, 'f1-score': 0.7627872498146775, 'support': 64.0}, 'weighted avg': {'precision': 0.7711601720647774, 'recall': 0.765625, 'f1-score': 0.7635980355819125, 'support': 64.0}}","{'fpr': [0.0, 0.0, 0.0, 0.09090909090909091, 0.09090909090909091, 0.15151515151515152, 0.15151515151515152, 0.21212121212121213, 0.21212121212121213, 0.24242424242424243, 0.24242424242424243, 0.2727272727272727, 0.2727272727272727, 0.30303030303030304, 0.30303030303030304, 0.36363636363636365, 0.36363636363636365, 0.3939393939393939, 0.3939393939393939, 0.45454545454545453, 0.45454545454545453, 0.5454545454545454, 0.5454545454545454, 0.8181818181818182, 0.8181818181818182, 1.0], 'tpr': [0.0, 0.03225806451612903, 0.5483870967741935, 0.5483870967741935, 0.6129032258064516, 0.6129032258064516, 0.7096774193548387, 0.7096774193548387, 0.7419354838709677, 0.7419354838709677, 0.7741935483870968, 0.7741935483870968, 0.8064516129032258, 0.8064516129032258, 0.8387096774193549, 0.8387096774193549, 0.8709677419354839, 0.8709677419354839, 0.9032258064516129, 0.9032258064516129, 0.9354838709677419, 0.9354838709677419, 0.967741935483871, 0.967741935483871, 1.0, 1.0]}","{'C': np.float64(21.54434690031882), 'l1_ratio': None, 'penalty': 'l2', 'solver': 'liblinear'}",0.7686874327174703
LR_V4,2025-08-11 08:34:37,0.796875,0.8214285714285714,0.7419354838709677,0.7796610169491526,0.8680351906158357,"[[28, 5], [8, 23]]","{'0': {'precision': 0.7777777777777778, 'recall': 0.8484848484848485, 'f1-score': 0.8115942028985508, 'support': 33.0}, '1': {'precision': 0.8214285714285714, 'recall': 0.7419354838709677, 'f1-score': 0.7796610169491526, 'support': 31.0}, 'accuracy': 0.796875, 'macro avg': {'precision': 0.7996031746031746, 'recall': 0.7952101661779081, 'f1-score': 0.7956276099238517, 'support': 64.0}, 'weighted avg': {'precision': 0.7989211309523809, 'recall': 0.796875, 'f1-score': 0.7961265659543111, 'support': 64.0}}","{'fpr': [0.0, 0.0, 0.0, 0.030303030303030304, 0.030303030303030304, 0.06060606060606061, 0.06060606060606061, 0.09090909090909091, 0.09090909090909091, 0.15151515151515152, 0.15151515151515152, 0.24242424242424243, 0.24242424242424243, 0.3333333333333333, 0.3333333333333333, 0.3939393939393939, 0.3939393939393939, 0.45454545454545453, 0.45454545454545453, 0.7575757575757576, 0.7575757575757576, 0.8787878787878788, 0.8787878787878788, 1.0], 'tpr': [0.0, 0.03225806451612903, 0.45161290322580644, 0.45161290322580644, 0.5806451612903226, 0.5806451612903226, 0.6129032258064516, 0.6129032258064516, 0.6451612903225806, 0.6451612903225806, 0.8064516129032258, 0.8064516129032258, 0.8387096774193549, 0.8387096774193549, 0.8709677419354839, 0.8709677419354839, 0.9032258064516129, 0.9032258064516129, 0.9354838709677419, 0.9354838709677419, 0.967741935483871, 0.967741935483871, 1.0, 1.0]}","{'C': np.float64(0.3593813663804626), 'l1_ratio': None, 'penalty': 'l2', 'solver': 'liblinear'}",0.7512304416939364
DT_V1,2025-08-11 12:51:30,0.71875,0.7241379310344828,0.6774193548387096,0.7,0.7174975562072335,"[[25, 8], [10, 21]]","{'0': {'precision': 0.7142857142857143, 'recall': 0.7575757575757576, 'f1-score': 0.7352941176470589, 'support': 33.0}, '1': {'precision': 0.7241379310344828, 'recall': 0.6774193548387096, 'f1-score': 0.7, 'support': 31.0}, 'accuracy': 0.71875, 'macro avg': {'precision': 0.7192118226600985, 'recall': 0.7174975562072337, 'f1-score': 0.7176470588235294, 'support': 64.0}, 'weighted avg': {'precision': 0.719057881773399, 'recall': 0.71875, 'f1-score': 0.7181985294117648, 'support': 64.0}}","{'fpr': [0.0, 0.24242424242424243, 1.0], 'tpr': [0.0, 0.6774193548387096, 1.0]}",,
DT_V2,2025-08-11 12:51:57,0.71875,0.7096774193548387,0.7096774193548387,0.7096774193548387,0.718475073313783,"[[24, 9], [9, 22]]","{'0': {'precision': 0.7272727272727273, 'recall': 0.7272727272727273, 'f1-score': 0.7272727272727273, 'support': 33.0}, '1': {'precision': 0.7096774193548387, 'recall': 0.7096774193548387, 'f1-score': 0.7096774193548387, 'support': 31.0}, 'accuracy': 0.71875, 'macro avg': {'precision': 0.718475073313783, 'recall': 0.718475073313783, 'f1-score': 0.718475073313783, 'support': 64.0}, 'weighted avg': {'precision': 0.71875, 'recall': 0.71875, 'f1-score': 0.71875, 'support': 64.0}}","{'fpr': [0.0, 0.2727272727272727, 1.0], 'tpr': [0.0, 0.7096774193548387, 1.0]}",,
DT_V3,2025-08-11 12:58:31,0.796875,0.7647058823529411,0.8387096774193549,0.8,0.8372434017595308,"[[25, 8], [5, 26]]","{'0': {'precision': 0.8333333333333334, 'recall': 0.7575757575757576, 'f1-score': 0.7936507936507936, 'support': 33.0}, '1': {'precision': 0.7647058823529411, 'recall': 0.8387096774193549, 'f1-score': 0.8, 'support': 31.0}, 'accuracy': 0.796875, 'macro avg': {'precision': 0.7990196078431373, 'recall': 0.7981427174975562, 'f1-score': 0.7968253968253969, 'support': 64.0}, 'weighted avg': {'precision': 0.8000919117647058, 'recall': 0.796875, 'f1-score': 0.7967261904761904, 'support': 64.0}}","{'fpr': [0.0, 0.09090909090909091, 0.12121212121212122, 0.18181818181818182, 0.24242424242424243, 0.3333333333333333, 0.36363636363636365, 0.9090909090909091, 0.9696969696969697, 1.0], 'tpr': [0.0, 0.5161290322580645, 0.5483870967741935, 0.6774193548387096, 0.8387096774193549, 0.8709677419354839, 0.9032258064516129, 1.0, 1.0, 1.0]}","{'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 10, 'splitter': 'best'}",0.6856363400535465
DT_V4,2025-08-11 12:59:34,0.765625,0.75,0.7741935483870968,0.7619047619047619,0.7663734115347018,"[[25, 8], [7, 24]]","{'0': {'precision': 0.78125, 'recall': 0.7575757575757576, 'f1-score': 0.7692307692307693, 'support': 33.0}, '1': {'precision': 0.75, 'recall': 0.7741935483870968, 'f1-score': 0.7619047619047619, 'support': 31.0}, 'accuracy': 0.765625, 'macro avg': {'precision': 0.765625, 'recall': 0.7658846529814272, 'f1-score': 0.7655677655677655, 'support': 64.0}, 'weighted avg': {'precision': 0.76611328125, 'recall': 0.765625, 'f1-score': 0.7656822344322345, 'support': 64.0}}","{'fpr': [0.0, 0.21212121212121213, 0.24242424242424243, 0.3333333333333333, 0.45454545454545453, 0.6666666666666666, 1.0], 'tpr': [0.0, 0.7419354838709677, 0.7741935483870968, 0.7741935483870968, 0.8064516129032258, 0.9032258064516129, 1.0]}","{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'splitter': 'random'}",0.7030389072625097
RF_V1,2025-08-11 15:57:44,0.796875,0.78125,0.8064516129032258,0.7936507936507936,0.8699902248289344,"[[26, 7], [6, 25]]","{'0': {'precision': 0.8125, 'recall': 0.7878787878787878, 'f1-score': 0.8, 'support': 33.0}, '1': {'precision': 0.78125, 'recall': 0.8064516129032258, 'f1-score': 0.7936507936507936, 'support': 31.0}, 'accuracy': 0.796875, 'macro avg': {'precision': 0.796875, 'recall': 0.7971652003910068, 'f1-score': 0.7968253968253969, 'support': 64.0}, 'weighted avg': {'precision': 0.79736328125, 'recall': 0.796875, 'f1-score': 0.7969246031746031, 'support': 64.0}}","{'fpr': [0.0, 0.0, 0.0, 0.0, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.06060606060606061, 0.06060606060606061, 0.06060606060606061, 0.06060606060606061, 0.06060606060606061, 0.09090909090909091, 0.12121212121212122, 0.15151515151515152, 0.15151515151515152, 0.18181818181818182, 0.18181818181818182, 0.21212121212121213, 0.21212121212121213, 0.3333333333333333, 0.3939393939393939, 0.45454545454545453, 0.5151515151515151, 0.6060606060606061, 0.6666666666666666, 0.696969696969697, 0.7272727272727273, 0.7575757575757576, 0.7575757575757576, 0.8484848484848485, 0.9090909090909091, 1.0], 'tpr': [0.0, 0.03225806451612903, 0.0967741935483871, 0.25806451612903225, 0.25806451612903225, 0.3548387096774194, 0.3870967741935484, 0.3870967741935484, 0.41935483870967744, 0.4838709677419355, 0.5161290322580645, 0.6451612903225806, 0.6451612903225806, 0.7096774193548387, 0.7419354838709677, 0.7741935483870968, 0.7741935483870968, 0.8064516129032258, 0.8064516129032258, 0.9032258064516129, 0.9032258064516129, 0.9032258064516129, 0.9032258064516129, 0.9032258064516129, 0.9032258064516129, 0.9354838709677419, 0.9354838709677419, 0.967741935483871, 0.967741935483871, 1.0, 1.0, 1.0, 1.0]}",,
RF_V2,2025-08-11 16:00:07,0.8125,0.8064516129032258,0.8064516129032258,0.8064516129032258,0.8954056695992179,"[[27, 6], [6, 25]]","{'0': {'precision': 0.8181818181818182, 'recall': 0.8181818181818182, 'f1-score': 0.8181818181818182, 'support': 33.0}, '1': {'precision': 0.8064516129032258, 'recall': 0.8064516129032258, 'f1-score': 0.8064516129032258, 'support': 31.0}, 'accuracy': 0.8125, 'macro avg': {'precision': 0.8123167155425219, 'recall': 0.8123167155425219, 'f1-score': 0.8123167155425219, 'support': 64.0}, 'weighted avg': {'precision': 0.8125, 'recall': 0.8125, 'f1-score': 0.8125, 'support': 64.0}}","{'fpr': [0.0, 0.0, 0.0, 0.0, 0.0, 0.030303030303030304, 0.06060606060606061, 0.06060606060606061, 0.09090909090909091, 0.09090909090909091, 0.12121212121212122, 0.12121212121212122, 0.18181818181818182, 0.18181818181818182, 0.21212121212121213, 0.24242424242424243, 0.36363636363636365, 0.48484848484848486, 0.5151515151515151, 0.5454545454545454, 0.5757575757575758, 0.6060606060606061, 0.6666666666666666, 0.6666666666666666, 0.7878787878787878, 0.8484848484848485, 0.9393939393939394, 1.0], 'tpr': [0.0, 0.03225806451612903, 0.3548387096774194, 0.41935483870967744, 0.4838709677419355, 0.4838709677419355, 0.5161290322580645, 0.5483870967741935, 0.6129032258064516, 0.7096774193548387, 0.7741935483870968, 0.8064516129032258, 0.8064516129032258, 0.8709677419354839, 0.8709677419354839, 0.9032258064516129, 0.9032258064516129, 0.9032258064516129, 0.9032258064516129, 0.9354838709677419, 0.9354838709677419, 0.967741935483871, 0.967741935483871, 1.0, 1.0, 1.0, 1.0, 1.0]}",,
RF_V3,2025-08-11 16:10:33,0.859375,0.8666666666666667,0.8387096774193549,0.8524590163934426,0.9120234604105572,"[[29, 4], [5, 26]]","{'0': {'precision': 0.8529411764705882, 'recall': 0.8787878787878788, 'f1-score': 0.8656716417910447, 'support': 33.0}, '1': {'precision': 0.8666666666666667, 'recall': 0.8387096774193549, 'f1-score': 0.8524590163934426, 'support': 31.0}, 'accuracy': 0.859375, 'macro avg': {'precision': 0.8598039215686275, 'recall': 0.8587487781036168, 'f1-score': 0.8590653290922436, 'support': 64.0}, 'weighted avg': {'precision': 0.8595894607843138, 'recall': 0.859375, 'f1-score': 0.8592717763640811, 'support': 64.0}}","{'fpr': [0.0, 0.0, 0.0, 0.030303030303030304, 0.030303030303030304, 0.12121212121212122, 0.12121212121212122, 0.21212121212121213, 0.21212121212121213, 0.24242424242424243, 0.24242424242424243, 0.5757575757575758, 0.5757575757575758, 0.6060606060606061, 0.6060606060606061, 0.6363636363636364, 0.6363636363636364, 1.0], 'tpr': [0.0, 0.03225806451612903, 0.6451612903225806, 0.6451612903225806, 0.7419354838709677, 0.7419354838709677, 0.8387096774193549, 0.8387096774193549, 0.8709677419354839, 0.8709677419354839, 0.9032258064516129, 0.9032258064516129, 0.9354838709677419, 0.9354838709677419, 0.967741935483871, 0.967741935483871, 1.0, 1.0]}","{'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",0.7688114425257282
RF_V4,2025-08-11 16:21:25,0.828125,0.8571428571428571,0.7741935483870968,0.8135593220338984,0.8949169110459433,"[[29, 4], [7, 24]]","{'0': {'precision': 0.8055555555555556, 'recall': 0.8787878787878788, 'f1-score': 0.8405797101449275, 'support': 33.0}, '1': {'precision': 0.8571428571428571, 'recall': 0.7741935483870968, 'f1-score': 0.8135593220338984, 'support': 31.0}, 'accuracy': 0.828125, 'macro avg': {'precision': 0.8313492063492063, 'recall': 0.8264907135874877, 'f1-score': 0.8270695160894129, 'support': 64.0}, 'weighted avg': {'precision': 0.8305431547619048, 'recall': 0.828125, 'f1-score': 0.8274917096536477, 'support': 64.0}}","{'fpr': [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.030303030303030304, 0.030303030303030304, 0.06060606060606061, 0.06060606060606061, 0.09090909090909091, 0.09090909090909091, 0.12121212121212122, 0.12121212121212122, 0.15151515151515152, 0.18181818181818182, 0.30303030303030304, 0.30303030303030304, 0.36363636363636365, 0.42424242424242425, 0.45454545454545453, 0.5151515151515151, 0.5757575757575758, 0.5757575757575758, 0.6363636363636364, 0.6666666666666666, 0.6666666666666666, 1.0], 'tpr': [0.0, 0.03225806451612903, 0.16129032258064516, 0.22580645161290322, 0.3870967741935484, 0.45161290322580644, 0.5483870967741935, 0.5483870967741935, 0.5806451612903226, 0.6129032258064516, 0.6451612903225806, 0.6451612903225806, 0.6774193548387096, 0.7096774193548387, 0.8064516129032258, 0.8064516129032258, 0.8387096774193549, 0.8387096774193549, 0.9032258064516129, 0.9032258064516129, 0.9032258064516129, 0.9032258064516129, 0.9032258064516129, 0.9354838709677419, 0.967741935483871, 0.967741935483871, 0.967741935483871, 1.0, 1.0]}","{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.7709215547138903
